READING_TS,SENSOR_ID,TEMPERATURE,HUMIDITY,GPS_LAT,GPS_LON
2025-09-17 15:58:21.667852,11,4.5,49.7,19.29634,-99.1341
2025-09-17 14:40:21.667852,9,4.7,60.0,19.29428,-99.08929
2025-09-19 15:46:21.667852,10,6.6,67.6,19.29848,-99.10207
2025-09-19 20:55:21.667852,7,6.4,58.9,19.33253,-99.11872
2025-09-19 08:10:21.667852,6,4.3,44.8,19.33544,-99.09388
2025-09-17 10:03:21.667852,2,4.4,54.0,19.3342,-99.11581
2025-09-18 04:00:21.667852,14,6.7,60.3,19.30414,-99.06431
2025-09-17 01:54:21.667852,8,4.5,61.0,19.34322,-99.06453
2025-09-18 10:05:21.667852,10,4.7,62.9,19.29603,-99.1478
2025-09-17 10:47:21.667852,11,5.3,67.5,19.26205,-99.05351
2025-09-18 18:00:21.667852,3,3.2,52.7,19.27909,-99.14088
2025-09-17 20:23:21.667852,9,3.7,50.4,19.25705,-99.07591
2025-09-19 16:31:21.667852,7,4.9,58.6,19.31305,-99.0503
2025-09-17 17:18:21.667852,14,6.3,57.1,19.26319,-99.14094
2025-09-19 11:11:21.667852,14,9.8,55.2,19.31046,-99.13099
2025-09-17 20:19:21.667852,7,3.3,56.1,19.26096,-99.08438
2025-09-19 03:34:21.667852,1,6.0,52.9,19.28584,-99.10595
2025-09-19 09:48:21.667852,15,6.8,58.2,19.2669,-99.10117
2025-09-17 15:31:21.667852,13,5.0,67.6,19.30133,-99.06766
2025-09-17 15:29:21.667852,1,1.8,55.0,19.25502,-99.14651
2025-09-19 01:59:21.667852,1,7.6,40.0,19.31161,-99.1311
2025-09-17 11:50:21.667852,10,7.6,54.8,19.33925,-99.08338
2025-09-18 20:06:21.667852,8,4.9,62.4,19.32478,-99.12202
2025-09-17 03:08:21.667852,7,5.7,61.8,19.29515,-99.0936
2025-09-19 18:27:21.667852,14,3.4,49.5,19.27785,-99.14282
2025-09-18 23:37:21.667852,6,5.9,47.1,19.32119,-99.0759
2025-09-17 22:51:21.667852,12,5.0,41.4,19.27099,-99.14018
2025-09-17 14:24:21.667852,7,3.0,46.8,19.33027,-99.08569
2025-09-18 00:06:21.667852,13,4.4,56.5,19.26515,-99.06452
2025-09-18 08:32:21.667852,3,4.3,44.7,19.31797,-99.05851
2025-09-19 21:41:21.667852,15,7.5,60.0,19.33075,-99.0579
2025-09-18 23:13:21.667852,10,3.3,50.2,19.34674,-99.1448
2025-09-17 16:51:21.667852,10,8.6,60.8,19.33731,-99.09495
2025-09-17 05:31:21.667852,3,6.0,59.1,19.29589,-99.10329
2025-09-19 00:24:21.667852,7,6.4,56.1,19.28355,-99.0884
2025-09-19 06:25:21.667852,3,1.3,58.3,19.32995,-99.09046
2025-09-18 02:03:21.667852,14,5.3,56.7,19.31413,-99.08642
2025-09-17 11:09:21.667852,12,5.6,68.8,19.28083,-99.14216
2025-09-17 05:03:21.667852,9,7.6,68.6,19.28008,-99.05019
2025-09-19 20:32:21.667852,9,5.4,56.1,19.28241,-99.13572
2025-09-17 18:10:21.667852,15,3.3,44.0,19.29183,-99.11313
2025-09-19 18:07:21.667852,11,5.4,52.7,19.33579,-99.14163
2025-09-17 04:11:21.667852,4,6.6,64.1,19.33481,-99.09562
2025-09-19 13:50:21.667852,6,5.0,58.7,19.28663,-99.05283
2025-09-20 00:10:21.667852,13,5.1,49.9,19.32759,-99.10888
2025-09-20 00:44:21.667852,4,8.4,44.5,19.25174,-99.07741
2025-09-19 20:06:21.667852,4,6.6,45.5,19.29513,-99.14911
2025-09-18 11:43:21.667852,11,5.8,60.9,19.28013,-99.09953
2025-09-17 05:25:21.667852,14,5.0,48.0,19.30138,-99.05216
2025-09-19 09:52:21.667852,15,5.6,60.4,19.32227,-99.05359
2025-09-17 23:57:21.667852,6,4.3,51.1,19.34015,-99.07912
2025-09-17 11:08:21.667852,5,8.3,69.0,19.28235,-99.11404
2025-09-17 05:19:21.667852,6,4.1,57.0,19.29309,-99.07326
2025-09-19 23:10:21.667852,3,5.5,44.1,19.34679,-99.14659
2025-09-18 01:24:21.667852,7,2.7,66.5,19.321,-99.08801
2025-09-17 09:24:21.667852,10,3.9,55.8,19.2926,-99.10233
2025-09-17 07:47:21.667852,4,-0.05738485656356451,53.5,19.27945,-99.07221
2025-09-18 12:12:21.667852,11,4.3,67.4,19.33835,-99.08651
2025-09-19 13:12:21.667852,1,3.4,65.3,19.26958,-99.05677
2025-09-17 07:39:21.667852,15,3.7,43.3,19.27577,-99.09303
2025-09-18 20:41:21.667852,1,5.0,60.8,19.34404,-99.09455
2025-09-17 14:59:21.667852,12,3.7,57.7,19.26193,-99.11587
2025-09-17 12:10:21.667852,9,4.9,59.8,19.25663,-99.11954
2025-09-18 23:34:21.667852,15,3.3,55.4,19.34548,-99.1047
2025-09-18 11:11:21.667852,6,7.9,45.5,19.27199,-99.14839
2025-09-17 12:24:21.667852,12,5.2,40.8,19.32271,-99.12276
2025-09-19 21:12:21.667852,13,5.4,67.1,19.26826,-99.09017
2025-09-17 16:44:21.667852,3,11.8,46.4,19.26744,-99.06112
2025-09-19 03:05:21.667852,5,6.8,62.2,19.26345,-99.05699
2025-09-18 04:20:21.667852,10,3.3,56.4,19.26718,-99.0855
2025-09-18 08:48:21.667852,13,6.1,59.5,19.26409,-99.05571
2025-09-19 16:37:21.667852,4,2.8,41.0,19.34426,-99.08366
2025-09-19 15:33:21.667852,4,6.1,41.0,19.2538,-99.06452
2025-09-19 21:08:21.667852,13,3.2,54.5,19.25056,-99.09522
2025-09-17 13:44:21.667852,6,4.4,45.1,19.26791,-99.08461
2025-09-17 06:27:21.667852,5,3.7,49.0,19.31473,-99.12948
2025-09-18 13:54:21.667852,5,4.9,68.1,19.27306,-99.06029
2025-09-19 20:18:21.667852,6,5.4,49.3,19.25122,-99.14459
2025-09-18 12:17:21.667852,11,3.1,54.1,19.26194,-99.12231
2025-09-19 01:39:21.667852,15,5.6,59.9,19.31056,-99.06228
2025-09-17 10:38:21.667852,12,4.1,44.4,19.32158,-99.14021
2025-09-19 20:07:21.667852,6,3.0,68.2,19.31735,-99.05491
2025-09-18 05:34:21.667852,11,4.2,40.5,19.28854,-99.09425
2025-09-18 01:58:21.667852,11,2.8,66.9,19.33837,-99.12184
2025-09-17 14:46:21.667852,4,3.5,64.5,19.25386,-99.09855
2025-09-18 07:34:21.667852,5,7.4,69.4,19.33339,-99.0888
2025-09-19 11:39:21.667852,10,3.7,51.6,19.30242,-99.13795
2025-09-19 20:01:21.667852,11,6.2,64.3,19.3063,-99.0837
2025-09-17 12:23:21.667852,4,7.1,43.3,19.31461,-99.13914
2025-09-18 18:41:21.667852,15,1.9,49.4,19.32754,-99.06784
2025-09-17 09:19:21.667852,4,1.3,42.9,19.28869,-99.12193
2025-09-18 16:42:21.667852,3,4.5,54.7,19.29616,-99.1243
2025-09-18 19:20:21.667852,2,3.2,62.3,19.30939,-99.14215
2025-09-17 06:14:21.667852,14,5.6,45.9,19.28058,-99.11477
2025-09-19 17:12:21.667852,10,3.5,58.6,19.2697,-99.09173
2025-09-19 15:04:21.667852,10,6.5,40.2,19.26829,-99.074
2025-09-18 16:52:21.667852,5,3.7,57.7,19.32323,-99.1262
2025-09-18 02:56:21.667852,1,6.6,66.5,19.34419,-99.07604
2025-09-17 12:05:21.667852,7,10.3,67.2,19.28334,-99.08858
2025-09-17 06:55:21.667852,1,9.667982372301305,60.3,19.27157,-99.08411
2025-09-19 06:44:21.667852,12,5.4,49.2,19.25522,-99.08646
2025-09-18 07:03:21.667852,10,4.9,69.2,19.3483,-99.14014
2025-09-17 23:25:21.667852,8,3.7,63.3,19.34099,-99.09601
2025-09-18 18:57:21.667852,15,5.1,68.8,19.28196,-99.07789
2025-09-18 13:57:21.667852,7,5.0,50.6,19.3009,-99.0603
2025-09-18 08:16:21.667852,9,6.8,69.8,19.28153,-99.14702
2025-09-19 14:45:21.667852,10,3.5,47.8,19.277,-99.06998
2025-09-19 16:36:21.667852,11,4.9,63.2,19.31408,-99.13159
2025-09-17 10:01:21.667852,8,4.8,60.9,19.30318,-99.10623
2025-09-18 17:00:21.667852,3,3.2,40.8,19.29669,-99.11695
2025-09-17 11:57:21.667852,10,5.2,60.1,19.25646,-99.1189
2025-09-17 05:47:21.667852,14,11.5,49.9,19.34803,-99.10307
2025-09-18 02:39:21.667852,8,5.8,43.5,19.25527,-99.06928
2025-09-19 12:00:21.667852,14,6.1,42.4,19.25873,-99.05799
2025-09-18 21:35:21.667852,2,6.2,50.4,19.30268,-99.12223
2025-09-18 12:18:21.667852,3,3.6,63.0,19.33984,-99.10222
2025-09-19 15:06:21.667852,1,5.0,49.4,19.26805,-99.07499
2025-09-17 15:18:21.667852,5,5.4,55.1,19.32011,-99.0982
2025-09-18 17:24:21.667852,8,8.3,50.1,19.29736,-99.06527
2025-09-18 03:04:21.667852,10,6.5,66.7,19.27684,-99.08005
2025-09-18 00:51:21.667852,9,6.5,55.5,19.34126,-99.07858
2025-09-17 19:01:21.667852,2,3.7,62.5,19.32877,-99.09257
2025-09-17 18:47:21.667852,8,6.8,63.5,19.33476,-99.06054
2025-09-19 13:33:21.667852,13,6.3,56.9,19.31531,-99.06048
2025-09-19 03:26:21.667852,15,5.1,41.6,19.29011,-99.06072
2025-09-19 20:07:21.667852,14,6.6,42.8,19.29395,-99.08547
2025-09-19 01:03:21.667852,9,5.3,50.6,19.29049,-99.05401
2025-09-18 17:14:21.667852,7,4.3,52.4,19.26045,-99.09033
2025-09-19 03:32:21.667852,13,6.3,40.1,19.32249,-99.10237
2025-09-17 12:27:21.667852,3,4.0,45.5,19.25077,-99.11881
2025-09-17 03:48:21.667852,1,5.4,43.4,19.28979,-99.05305
2025-09-19 01:56:21.667852,8,5.6,60.5,19.29333,-99.13839
2025-09-17 17:38:21.667852,14,4.0,66.0,19.2541,-99.13079
2025-09-18 16:10:21.667852,10,6.7,66.6,19.30868,-99.11502
2025-09-17 02:19:21.667852,2,4.5,49.9,19.31628,-99.0505
2025-09-18 01:56:21.667852,14,7.4,61.2,19.26371,-99.07632
2025-09-18 13:23:21.667852,15,6.1,56.6,19.264,-99.12667
2025-09-17 01:38:21.667852,9,11.05940284948489,50.2,19.2659,-99.05631
2025-09-19 15:50:21.667852,4,6.4,40.9,19.34452,-99.14428
2025-09-18 04:47:21.667852,12,5.4,58.5,19.28021,-99.0505
2025-09-17 17:51:21.667852,13,4.1,60.5,19.32266,-99.10124
2025-09-18 21:37:21.667852,10,3.1,43.5,19.27253,-99.12312
2025-09-19 03:45:21.667852,7,6.5,59.2,19.312,-99.05431
2025-09-19 02:54:21.667852,15,4.9,40.8,19.25459,-99.1327
2025-09-18 02:15:21.667852,1,5.5,66.7,19.28291,-99.11854
2025-09-18 08:43:21.667852,4,4.1,57.3,19.32813,-99.11711
2025-09-19 08:34:21.667852,14,1.8,66.7,19.34841,-99.10479
2025-09-19 07:01:21.667852,7,4.2,53.9,19.34879,-99.12209
2025-09-17 09:05:21.667852,3,4.4,63.7,19.30853,-99.10106
2025-09-18 17:49:21.667852,9,6.5,44.8,19.28646,-99.07734
2025-09-17 02:06:21.667852,9,14.008124900413979,64.9,19.28234,-99.08708
2025-09-19 19:36:21.667852,6,4.3,44.1,19.33996,-99.14151
2025-09-17 05:33:21.667852,8,9.5,41.6,19.27176,-99.13301
2025-09-19 17:32:21.667852,2,4.4,53.7,19.26002,-99.08766
2025-09-17 04:11:21.667852,7,6.5,41.0,19.32815,-99.08254
2025-09-17 21:53:21.667852,11,6.1,66.2,19.30909,-99.14178
2025-09-19 02:58:21.667852,9,6.5,42.5,19.25468,-99.07501
2025-09-17 18:14:21.667852,15,12.539124670486267,53.0,19.29679,-99.06017
2025-09-19 10:47:21.667852,5,10.5,57.6,19.25879,-99.09351
2025-09-18 03:28:21.667852,5,4.6,59.5,19.32767,-99.09891
2025-09-17 22:13:21.667852,4,6.7,51.3,19.26356,-99.07444
2025-09-18 12:08:21.667852,4,2.6,46.0,19.29554,-99.08425
2025-09-19 14:41:21.667852,5,11.685882233540093,69.2,19.25995,-99.11208
2025-09-18 07:54:21.667852,4,5.4,43.5,19.29062,-99.08655
2025-09-18 03:55:21.667852,3,4.8,59.2,19.27567,-99.05355
2025-09-19 17:04:21.667852,13,3.4,45.9,19.32601,-99.06208
2025-09-18 04:58:21.667852,8,1.6,42.1,19.25015,-99.07013
2025-09-19 04:48:21.667852,3,7.3,50.5,19.33412,-99.05539
2025-09-19 21:37:21.667852,1,11.2,43.2,19.28934,-99.07661
2025-09-17 21:34:21.667852,5,7.4,60.4,19.2944,-99.12049
2025-09-17 02:53:21.667852,11,6.7,66.5,19.32932,-99.11427
2025-09-18 12:39:21.667852,8,10.7,65.7,19.26907,-99.10767
2025-09-18 14:47:21.667852,1,-0.5,60.2,19.32824,-99.09692
2025-09-19 11:53:21.667852,10,3.6,41.5,19.29285,-99.1411
2025-09-18 18:47:21.667852,1,13.020520734984014,47.3,19.32254,-99.14317
2025-09-17 17:49:21.667852,8,4.8,59.9,19.3435,-99.09659
2025-09-17 01:35:21.667852,9,3.5,44.9,19.26879,-99.07565
2025-09-19 19:44:21.667852,5,4.7,59.0,19.26563,-99.08657
2025-09-17 17:09:21.667852,5,7.1,69.1,19.32384,-99.07506
2025-09-18 22:08:21.667852,7,5.1,53.8,19.28895,-99.09652
2025-09-19 23:02:21.667852,9,6.0,59.0,19.28906,-99.09747
2025-09-19 11:56:21.667852,8,5.9,61.6,19.27732,-99.14715
2025-09-19 09:05:21.667852,14,6.3,53.8,19.33629,-99.06648
2025-09-17 11:55:21.667852,11,5.3,43.8,19.29532,-99.13807
2025-09-18 06:04:21.667852,8,6.7,44.1,19.32227,-99.10537
2025-09-17 02:13:21.667852,1,2.7,56.7,19.34362,-99.0804
2025-09-17 20:15:21.667852,13,3.0,50.2,19.28545,-99.11879
2025-09-17 04:52:21.667852,10,2.5,61.2,19.34127,-99.13057
2025-09-19 13:08:21.667852,12,5.5,41.3,19.26214,-99.1155
2025-09-17 09:55:21.667852,13,1.6,58.2,19.27603,-99.05098
2025-09-18 04:39:21.667852,13,6.3,59.8,19.33021,-99.11548
2025-09-17 10:21:21.667852,12,7.2,62.0,19.28537,-99.14925
2025-09-18 10:47:21.667852,14,5.1,42.5,19.28693,-99.06172
2025-09-17 01:58:21.667852,10,5.3,44.5,19.32516,-99.13286
2025-09-17 02:18:21.667852,6,7.6,51.5,19.32687,-99.10244
2025-09-19 12:36:21.667852,13,5.8,61.1,19.2766,-99.08655
2025-09-19 23:10:21.667852,13,7.0,64.7,19.30404,-99.1073
2025-09-17 22:08:21.667852,5,4.5,42.0,19.29217,-99.13176
2025-09-17 09:56:21.667852,2,5.6,65.4,19.34826,-99.08078
2025-09-17 18:01:21.667852,8,13.90515366420102,45.0,19.25535,-99.06726
2025-09-19 08:01:21.667852,1,4.9,54.2,19.32555,-99.06197
2025-09-18 09:49:21.667852,15,4.0,43.2,19.25006,-99.14345
2025-09-17 13:07:21.667852,7,4.4,65.0,19.3356,-99.10332
2025-09-19 00:01:21.667852,9,4.3,45.2,19.26538,-99.09231
2025-09-17 14:20:21.667852,13,6.7,64.5,19.31975,-99.09743
2025-09-17 03:32:21.667852,8,8.1,65.8,19.27294,-99.07292
2025-09-18 22:12:21.667852,11,3.2,51.0,19.31144,-99.10723
2025-09-17 08:47:21.667852,15,3.2,46.9,19.34179,-99.05184
2025-09-18 07:53:21.667852,8,3.2,68.1,19.31053,-99.10785
2025-09-19 07:57:21.667852,10,3.7,64.6,19.30026,-99.06739
2025-09-18 23:11:21.667852,11,3.0,42.3,19.33003,-99.10941
2025-09-17 03:05:21.667852,7,5.9,46.7,19.31506,-99.12938
2025-09-19 13:10:21.667852,2,6.4,56.2,19.29234,-99.0827
2025-09-19 07:59:21.667852,7,7.6,47.3,19.34846,-99.12589
2025-09-18 17:54:21.667852,14,6.7,65.5,19.34375,-99.14267
2025-09-18 00:29:21.667852,6,4.0,64.6,19.27404,-99.14082
2025-09-19 10:50:21.667852,11,2.0,48.1,19.32196,-99.05279
2025-09-19 03:29:21.667852,14,6.6,64.3,19.31954,-99.14803
2025-09-20 00:09:21.667852,8,3.6,40.5,19.30611,-99.08156
2025-09-17 12:10:21.667852,12,5.0,69.3,19.32146,-99.12523
2025-09-19 03:46:21.667852,6,8.8,54.5,19.27327,-99.13297
2025-09-19 16:09:21.667852,15,4.4,47.7,19.28246,-99.14844
2025-09-19 12:25:21.667852,3,7.5,60.1,19.32218,-99.06278
2025-09-18 07:47:21.667852,10,6.1,46.3,19.30801,-99.0923
2025-09-19 17:16:21.667852,5,3.8,50.8,19.29177,-99.07122
2025-09-20 00:02:21.667852,2,5.2,44.8,19.29658,-99.11847
2025-09-19 12:39:21.667852,5,4.3,52.3,19.34253,-99.10872
2025-09-17 03:59:21.667852,7,4.4,50.3,19.29006,-99.14763
2025-09-19 07:03:21.667852,14,7.8,63.0,19.29305,-99.11712
2025-09-17 05:21:21.667852,3,5.4,54.1,19.3298,-99.10551
2025-09-19 17:00:21.667852,2,6.5,46.6,19.33779,-99.11122
2025-09-17 06:09:21.667852,1,2.9,63.9,19.28104,-99.10448
2025-09-19 00:27:21.667852,3,5.1,65.5,19.25902,-99.1332
2025-09-17 14:06:21.667852,9,7.3,50.0,19.28171,-99.11409
2025-09-17 09:23:21.667852,6,6.0,61.8,19.31087,-99.07829
2025-09-19 12:01:21.667852,9,5.8,68.4,19.27279,-99.11705
2025-09-17 18:54:21.667852,12,5.0,50.6,19.3339,-99.10145
2025-09-17 01:23:21.667852,5,5.2,63.2,19.25931,-99.09335
2025-09-17 05:23:21.667852,5,4.6,46.5,19.34694,-99.0533
2025-09-20 00:45:21.667852,10,6.1,45.6,19.27452,-99.1248
2025-09-19 03:48:21.667852,2,6.6,55.0,19.27218,-99.06949
2025-09-18 08:10:21.667852,5,5.5,45.1,19.25257,-99.13031
2025-09-18 11:51:21.667852,7,4.8,49.8,19.29254,-99.05567
2025-09-18 08:47:21.667852,7,5.4,60.0,19.27054,-99.09127
2025-09-17 01:27:21.667852,2,8.8,67.2,19.33219,-99.11247
2025-09-17 20:57:21.667852,5,5.9,41.3,19.26285,-99.1159
2025-09-17 05:04:21.667852,4,4.0,46.3,19.33604,-99.05852
2025-09-19 16:33:21.667852,5,5.4,67.8,19.33772,-99.05928
2025-09-17 22:30:21.667852,4,2.6,43.6,19.32976,-99.09647
2025-09-17 08:37:21.667852,10,8.2,62.7,19.27681,-99.0837
2025-09-17 13:53:21.667852,11,4.4,42.3,19.2556,-99.08402
2025-09-18 10:02:21.667852,4,4.7,45.5,19.31385,-99.11359
2025-09-18 18:09:21.667852,12,4.4,42.5,19.32278,-99.06831
2025-09-17 21:25:21.667852,15,4.2,65.0,19.34955,-99.12324
2025-09-19 23:57:21.667852,7,6.0,60.8,19.33102,-99.07869
2025-09-19 11:43:21.667852,2,8.5,65.9,19.34595,-99.0933
2025-09-17 03:39:21.667852,11,5.0,66.8,19.25589,-99.08214
2025-09-19 03:14:21.667852,4,5.2,64.1,19.26114,-99.06694
2025-09-17 04:43:21.667852,7,3.6,52.5,19.27454,-99.0919
2025-09-17 05:42:21.667852,8,5.6,56.4,19.32516,-99.10115
2025-09-19 06:51:21.667852,4,10.4,68.5,19.31977,-99.08667
2025-09-18 06:08:21.667852,2,3.8,63.1,19.28476,-99.09695
2025-09-18 05:51:21.667852,9,5.9,41.6,19.34885,-99.1136
2025-09-19 16:06:21.667852,10,5.0,51.3,19.34744,-99.08122
2025-09-19 22:07:21.667852,4,5.2,43.2,19.31459,-99.13867
2025-09-19 07:02:21.667852,1,7.6,57.7,19.27543,-99.1241
2025-09-19 15:22:21.667852,13,3.8,43.0,19.25021,-99.08295
2025-09-18 10:23:21.667852,13,3.9,64.0,19.30305,-99.11332
2025-09-19 23:24:21.667852,10,5.0,47.7,19.3272,-99.05482
2025-09-17 12:06:21.667852,4,6.9,58.4,19.30604,-99.11088
2025-09-19 12:04:21.667852,3,6.2,64.5,19.30182,-99.14542
2025-09-18 21:38:21.667852,10,6.5,49.0,19.28239,-99.14148
2025-09-17 08:27:21.667852,10,4.9,69.9,19.28342,-99.10036
2025-09-17 01:32:21.667852,9,5.6,65.9,19.28272,-99.09743
2025-09-17 20:11:21.667852,2,4.6,52.5,19.28963,-99.08097
2025-09-18 06:29:21.667852,10,6.0,51.2,19.27377,-99.10347
2025-09-19 01:22:21.667852,14,4.8,56.8,19.2746,-99.10373
2025-09-19 16:07:21.667852,6,4.4,49.7,19.34605,-99.10441
2025-09-17 09:44:21.667852,2,3.2,41.5,19.26191,-99.13068
2025-09-17 19:09:21.667852,1,6.1,63.5,19.34093,-99.11298
2025-09-17 15:46:21.667852,7,2.5,45.2,19.3114,-99.06361
2025-09-19 23:34:21.667852,9,4.9,68.1,19.28298,-99.07334
2025-09-18 23:06:21.667852,5,5.9,49.9,19.33138,-99.13962
2025-09-19 03:57:21.667852,2,4.5,51.9,19.25399,-99.12722
2025-09-19 10:57:21.667852,6,0.5,49.5,19.29937,-99.14773
2025-09-18 15:51:21.667852,5,3.7,47.6,19.25503,-99.14895
2025-09-19 15:05:21.667852,11,5.6,67.6,19.26356,-99.1342
2025-09-17 15:45:21.667852,3,3.7,40.4,19.26509,-99.14572
2025-09-17 03:12:21.667852,3,5.0,52.3,19.34309,-99.14105
2025-09-19 21:29:21.667852,8,3.2,58.3,19.30573,-99.0959
2025-09-18 11:50:21.667852,7,5.9,50.5,19.34429,-99.06903
2025-09-17 23:26:21.667852,15,3.0,62.7,19.2868,-99.07856
2025-09-17 22:58:21.667852,7,3.3,68.0,19.33373,-99.14482
2025-09-17 01:50:21.667852,8,3.2,66.1,19.29083,-99.12318
2025-09-19 03:11:21.667852,15,2.1,66.2,19.28128,-99.10549
2025-09-18 19:33:21.667852,5,6.2,41.9,19.33662,-99.10433
2025-09-18 06:56:21.667852,9,3.4,64.3,19.26262,-99.14346
2025-09-19 18:59:21.667852,7,4.9,46.7,19.30974,-99.05624
2025-09-17 20:30:21.667852,9,4.9,59.9,19.25804,-99.05864
2025-09-19 17:51:21.667852,4,6.1,55.8,19.25538,-99.13391
2025-09-19 23:30:21.667852,9,5.2,55.8,19.33227,-99.11517
2025-09-18 13:49:21.667852,7,6.4,64.4,19.34674,-99.09743
2025-09-19 17:34:21.667852,11,4.3,60.2,19.33399,-99.09796
2025-09-19 18:06:21.667852,10,3.4,61.2,19.32905,-99.14587
2025-09-19 14:11:21.667852,10,5.2,57.4,19.27969,-99.078
2025-09-19 18:32:21.667852,7,5.4,64.4,19.25849,-99.14952
2025-09-19 10:04:21.667852,4,4.9,52.8,19.31591,-99.06935
2025-09-18 15:11:21.667852,13,10.1,47.1,19.31457,-99.10129
2025-09-18 23:44:21.667852,7,4.5,58.5,19.30453,-99.06558
2025-09-18 04:08:21.667852,1,5.1,53.8,19.34008,-99.057
2025-09-18 05:31:21.667852,3,2.3,54.2,19.26009,-99.1445
2025-09-18 01:08:21.667852,12,6.4,66.8,19.28031,-99.1052
2025-09-19 18:19:21.667852,15,6.7,52.0,19.31187,-99.09791
2025-09-19 14:48:21.667852,8,5.3,44.9,19.33102,-99.11894
2025-09-18 09:09:21.667852,3,6.7,64.8,19.34001,-99.12113
2025-09-19 21:52:21.667852,1,4.0,61.5,19.28695,-99.10768
2025-09-17 14:54:21.667852,15,4.6,61.4,19.27493,-99.06237
2025-09-19 23:47:21.667852,8,7.2,45.7,19.31899,-99.11956
2025-09-17 14:59:21.667852,5,4.4,59.9,19.27778,-99.12838
2025-09-19 10:43:21.667852,5,8.4,43.2,19.33586,-99.07972
2025-09-17 14:32:21.667852,3,5.9,62.9,19.29383,-99.10231
2025-09-19 01:24:21.667852,2,3.0,45.2,19.34816,-99.12081
2025-09-18 19:40:21.667852,9,3.5,50.8,19.33881,-99.14132
2025-09-19 02:13:21.667852,13,2.4,61.7,19.25074,-99.11478
2025-09-19 00:21:21.667852,1,4.1,64.1,19.3289,-99.074
2025-09-18 02:52:21.667852,13,3.7,55.9,19.32519,-99.08032
2025-09-18 12:51:21.667852,8,4.0,52.2,19.2703,-99.12398
2025-09-18 06:09:21.667852,11,4.5,46.0,19.26847,-99.1325
2025-09-19 03:54:21.667852,5,5.3,51.9,19.28701,-99.12989
2025-09-17 10:17:21.667852,2,4.0,63.4,19.27188,-99.06287
2025-09-19 12:43:21.667852,10,4.7,60.2,19.31221,-99.12421
2025-09-18 07:40:21.667852,4,4.4,57.0,19.33318,-99.11261
2025-09-19 05:29:21.667852,12,5.5,46.3,19.31222,-99.05118
2025-09-19 07:22:21.667852,14,4.1,44.4,19.33906,-99.14425
2025-09-19 09:32:21.667852,12,3.7,51.4,19.31828,-99.11624
2025-09-18 01:22:21.667852,1,4.0,44.1,19.26456,-99.08026
2025-09-17 20:20:21.667852,12,6.9,67.2,19.31731,-99.09572
2025-09-18 18:50:21.667852,4,6.7,59.7,19.26599,-99.10011
2025-09-18 04:41:21.667852,6,2.5,65.6,19.26216,-99.12749
2025-09-17 09:51:21.667852,13,8.4,59.7,19.31159,-99.12252
2025-09-18 16:48:21.667852,4,5.6,62.7,19.26694,-99.13789
2025-09-18 13:38:21.667852,15,8.5,50.5,19.33766,-99.11307
2025-09-19 07:39:21.667852,11,5.1,47.8,19.33411,-99.05987
2025-09-17 05:52:21.667852,8,9.3,58.0,19.31385,-99.11168
2025-09-18 06:11:21.667852,9,1.8,42.4,19.27381,-99.10192
2025-09-18 01:13:21.667852,13,6.5,55.8,19.27656,-99.12558
2025-09-19 12:33:21.667852,13,3.1,43.8,19.25147,-99.10929
2025-09-17 10:06:21.667852,12,4.4,47.0,19.29445,-99.14982
2025-09-18 20:45:21.667852,8,4.9,54.5,19.32293,-99.06404
2025-09-18 20:41:21.667852,13,3.8,68.5,19.25649,-99.10214
2025-09-17 22:04:21.667852,12,4.7,44.1,19.34241,-99.12418
2025-09-19 07:29:21.667852,3,3.5,46.1,19.3054,-99.09534
2025-09-17 21:02:21.667852,8,2.3,64.6,19.25653,-99.05155
2025-09-17 14:39:21.667852,12,5.3,51.8,19.30043,-99.09445
2025-09-17 19:57:21.667852,4,3.9,42.5,19.30326,-99.11749
2025-09-17 18:46:21.667852,4,4.0,54.0,19.25388,-99.11457
2025-09-17 20:18:21.667852,12,4.2,55.7,19.30241,-99.11912
2025-09-19 16:51:21.667852,5,11.6,50.4,19.30566,-99.14306
2025-09-18 00:09:21.667852,4,7.5,48.0,19.32864,-99.09888
2025-09-18 01:15:21.667852,12,6.9,41.0,19.34006,-99.05263
2025-09-19 21:03:21.667852,1,6.2,60.2,19.27919,-99.10103
2025-09-18 03:22:21.667852,15,5.2,61.3,19.25771,-99.14973
2025-09-18 19:29:21.667852,13,6.1,52.5,19.31402,-99.12763
2025-09-18 18:04:21.667852,10,3.1,44.0,19.30851,-99.06446
2025-09-18 18:29:21.667852,12,4.0,42.8,19.29936,-99.0804
2025-09-17 14:43:21.667852,5,4.4,66.8,19.29507,-99.0928
2025-09-18 03:26:21.667852,2,10.3,69.7,19.33081,-99.10313
2025-09-19 11:40:21.667852,13,6.3,52.3,19.31939,-99.06133
2025-09-17 03:43:21.667852,10,4.7,46.2,19.27394,-99.06522
2025-09-17 01:43:21.667852,1,5.4,46.7,19.26199,-99.11624
2025-09-19 13:08:21.667852,2,14.290099086436973,45.9,19.28613,-99.13181
2025-09-17 01:56:21.667852,11,6.4,46.3,19.27685,-99.06926
2025-09-19 12:17:21.667852,6,7.1,63.1,19.31571,-99.13332
2025-09-18 22:07:21.667852,10,4.7,60.9,19.31265,-99.10237
2025-09-18 23:50:21.667852,5,5.7,56.6,19.338,-99.14614
2025-09-19 19:14:21.667852,6,3.9,53.6,19.2504,-99.08054
